,img_name,total_objects,total_area
422,ImgROI_0_Tile_17_Date_20240812.tif,46,20914
423,ImgROI_0_Tile_17_Date_20240817.tif,139,97357
424,ImgROI_0_Tile_17_Date_20240822.tif,30,13091
425,ImgROI_0_Tile_17_Date_20240827.tif,135,71693
426,ImgROI_0_Tile_17_Date_20240901.tif,140,74038
427,ImgROI_0_Tile_17_Date_20240906.tif,139,82466
428,ImgROI_0_Tile_17_Date_20240911.tif,143,87420
429,ImgROI_0_Tile_17_Date_20240916.tif,146,86324
430,ImgROI_0_Tile_17_Date_20240921.tif,134,79462
431,ImgROI_0_Tile_17_Date_20240926.tif,116,56344
432,ImgROI_0_Tile_18_Date_20240603.tif,11,83070
433,ImgROI_0_Tile_18_Date_20240608.tif,0,0
434,ImgROI_0_Tile_18_Date_20240613.tif,4,93838
435,ImgROI_0_Tile_18_Date_20240618.tif,9,77564
436,ImgROI_0_Tile_18_Date_20240623.tif,0,0
437,ImgROI_0_Tile_18_Date_20240628.tif,6,94131
438,ImgROI_0_Tile_18_Date_20240703.tif,0,0
439,ImgROI_0_Tile_18_Date_20240708.tif,8,94672
440,ImgROI_0_Tile_18_Date_20240713.tif,8,95004
441,ImgROI_0_Tile_18_Date_20240718.tif,9,80208
442,ImgROI_0_Tile_18_Date_20240723.tif,9,94848
443,ImgROI_0_Tile_18_Date_20240728.tif,15,69184
444,ImgROI_0_Tile_18_Date_20240802.tif,7,94252
445,ImgROI_0_Tile_18_Date_20240807.tif,10,81540
446,ImgROI_0_Tile_18_Date_20240812.tif,4,2687
447,ImgROI_0_Tile_18_Date_20240817.tif,8,94826
448,ImgROI_0_Tile_18_Date_20240822.tif,4,4012
449,ImgROI_0_Tile_18_Date_20240827.tif,10,95065
